TLINKIDP1,LENGTH,geometry
10207331,2124,"MULTILINESTRING ((127.37117516420284 36.55569258483866, 127.37122668138743 36.55603378978841, 127.3712681621682 36.556245202993615, 127.37134108723893 36.55652887124052, 127.37138390536195 36.55666669114602, 127.371468872259 36.55690620334514, 127.37156387424142 36.55713367294497, 127.3716595450878 36.55734508582256, 127.37188476788599 36.55776088575459), (127.37500003131626 36.56053018144152, 127.37508150601796 36.560580794997, 127.37653736134571 36.56147680863567, 127.37725010563653 36.5619381055557, 127.3780568787885 36.56243273902608, 127.3787459975912 36.56286254196774, 127.3792202170621 36.563167486043184, 127.38000057797169 36.56364291041579, 127.38086137656659 36.56421918289767, 127.38140282795923 36.56465378904707, 127.38187944993835 36.565110006003, 127.38218199114199 36.565431759217695, 127.38238968854962 36.56570308870865, 127.38253855834571 36.565895180372614, 127.38271318630204 36.56613374718963), (127.38329503765185 36.56700314752326, 127.38671025261094 36.57210615020619, 127.3871450547118 36.57275583003464, 127.38782087681363 36.573823449152584, 127.38804787644017 36.574182048168325, 127.38829735173547 36.57455797247211))"
10207332,1109,"MULTILINESTRING ((127.37500003131626 36.56053018144152, 127.37495885289765 36.5605046006645, 127.37425808124026 36.560055871284426, 127.37395172487426 36.55985548529579, 127.37374815925475 36.559711432032294, 127.37349259443818 36.5595187529602, 127.37319205659065 36.559274447350916), (127.38329503765185 36.56700314752326, 127.38271318630204 36.56613374718963), (127.38946557735633 36.579068271050396, 127.38945088380572 36.57898879546966, 127.38941966748816 36.5786847456372, 127.38933852368568 36.577418531318145, 127.38926661033902 36.5768231601748, 127.38908566604678 36.57609670743555, 127.3890586274637 36.575988153291384, 127.38880074200402 36.575419751693346, 127.38865266850357 36.575093385040034, 127.38829735173547 36.57455797247211), (127.39291739787724 36.583129213381135, 127.39187086945086 36.58255047405236, 127.39160047499522 36.58237541286083, 127.3914337286004 36.58226636288568, 127.39091668308389 36.58183176479843, 127.39061733086737 36.58153086405334))"
10207362,205,"LINESTRING (127.37319205659065 36.559274447350916, 127.37297372614248 36.559089238887566, 127.37271325465109 36.558834340061864, 127.37252726712813 36.55863363220945, 127.37237606852558 36.55845834728372, 127.37219476377135 36.55822284984681, 127.37200007841827 36.557951224874856, 127.37188476788599 36.55776088575459)"
10294361,336,"MULTILINESTRING ((127.37996219496222 36.40856550437325, 127.37976399244084 36.408098593920194), (127.37985818409037 36.413912422296164, 127.37989586015743 36.413538909233985, 127.37992886430371 36.413381146614974, 127.38003026281851 36.41289645311284), (127.38025069477936 36.41184276964227, 127.3803711373801 36.41126485811243, 127.38041616965744 36.41094807143518, 127.38042780455935 36.41078754744261, 127.3804285186202 36.41045236112941, 127.38040619451618 36.41031677949197))"
10294362,316,"MULTILINESTRING ((127.37996219496222 36.40856550437325, 127.38017484325468 36.40907332544252, 127.38030156042804 36.40968130220733, 127.38037762348944 36.41014325823492, 127.38040619451618 36.41031677949197), (127.38025069477936 36.41184276964227, 127.38013888840322 36.41237721360405, 127.38003026281851 36.41289645311284))"
10297291,619,"MULTILINESTRING ((127.31597453120625 36.31692277209334, 127.3149762271031 36.31981462571112, 127.31467982493491 36.32083874560055), (127.31780680620132 36.311893971512646, 127.31775543342862 36.312009919746316, 127.31732220187445 36.31300760317666, 127.31719672466188 36.31334796095251))"
10297301,184,"LINESTRING (127.3146121851458 36.32107245257304, 127.31456505347747 36.321327672070694, 127.31445052301963 36.32185101184052, 127.31434721355481 36.322726134010665)"
10297321,388,"MULTILINESTRING ((127.31666193274317 36.32941748551213, 127.31693193274435 36.3298527650522, 127.31690748829949 36.32968897888587, 127.31691971052152 36.3296035252339, 127.31696304385468 36.32952786314626, 127.31701859941018 36.32948424617814, 127.31709304385458 36.32944775034768, 127.31723378712358 36.329400903008455), (127.31909165192411 36.33333330984334, 127.3197236573017 36.33437094414713, 127.32024328719159 36.33523306221712), (127.3211016297174 36.336654849151444, 127.3212820019532 36.336944458664284))"
10297521,153,"MULTILINESTRING ((127.35829981470899 36.34949783784857, 127.35834217406627 36.3495337732507, 127.35864200594683 36.349767996441614, 127.35880033928048 36.34987080786682, 127.35894867261409 36.34995893194558, 127.35914700594775 36.35005239687764, 127.35943129085359 36.350158632323634), (127.36014945044488 36.350310872143396, 127.36044656070175 36.35036192237415))"
10297522,174,"MULTILINESTRING ((127.35933526235935 36.35028774607297, 127.3591168157306 36.350205847337875, 127.35889181573025 36.35010303591261, 127.35875871696419 36.350033992316604, 127.35861482695445 36.349945259277526, 127.35848532577768 36.34984693329924, 127.35825848239557 36.349670426798774), (127.36014945044488 36.350310872143396, 127.36011706930891 36.35045775365374, 127.36055096194694 36.3505271980385))"
10415401,153,"LINESTRING (127.33155554925965 36.36405263335466, 127.3298504972379 36.3640430825665)"
10415402,213,"MULTILINESTRING ((127.32927174587253 36.36376565876958, 127.32969334107777 36.36376968228387), (127.32927854564585 36.36342979622253, 127.3293631697276 36.36352829402696, 127.32947415190189 36.36363234087536, 127.32957958477552 36.363710029054914, 127.32969334107777 36.36376968228387), (127.32930017523749 36.36248991021789, 127.32942229147832 36.36264359805742, 127.32949820145238 36.36273257518035, 127.32953922042957 36.362779374999434, 127.3295665670139 36.36280171505798), (127.32969334107777 36.36376968228387, 127.32984870951805 36.363775922732536, 127.3298504972379 36.3640430825665), (127.3318761644841 36.3637738506967, 127.33231156915234 36.363770512441285))"
10415411,165,"LINESTRING (127.33417179727921 36.36368094713634, 127.33352216390581 36.36390956123919, 127.33345003525635 36.363935012806735, 127.33332049723921 36.363968310624706, 127.33317716390587 36.36399234446417, 127.3329638305725 36.364019048730185, 127.33252327501688 36.36404308256934, 127.33239906622175 36.36404432499668)"
10415412,8,"LINESTRING (127.33298383057192 36.36376535820091, 127.33308273033377 36.36375996050332)"
10415421,152,"MULTILINESTRING ((127.33482501068116 36.36343018485093, 127.33461924159988 36.36350704975205), (127.33679024751092 36.36249210709868, 127.33689199498059 36.36270154314882, 127.33738447414132 36.36252793715921), (127.33983412032822 36.36142321447887, 127.33992857265137 36.36163288262463, 127.33973840998189 36.36170368154314), (127.34040604496667 36.36146136177696, 127.34022283597801 36.36152856148112))"
10415422,498,"MULTILINESTRING ((127.33453988959825 36.363306141551945, 127.33471723290288 36.36324325498711, 127.33679024751092 36.36249210709868), (127.3370442120539 36.362400084143374, 127.33983412032822 36.36142321447887, 127.33988361991203 36.36140972914507))"
10420081,38,"LINESTRING (127.24251958997338 36.49682082667856, 127.24208544919287 36.49683394481676)"
10420082,352,"MULTILINESTRING ((127.2382881810079 36.49693904038462, 127.24208544919287 36.49683394481676), (127.24251958997338 36.49682082667856, 127.2426613835652 36.49681441267597))"
10424781,213,"LINESTRING (127.42561933261372 36.43625028539376, 127.4276708566293 36.43603559768389, 127.42798610985326 36.436005875647)"
10424782,256,"MULTILINESTRING ((127.42770376818241 36.436106807431784, 127.42646632912943 36.436230951085484, 127.42571938701221 36.43633812422972), (127.42881365455459 36.435996100522736, 127.42806396460439 36.43607087922021, 127.42795224589993 36.43608202273249))"
10424801,271,"LINESTRING (127.42168883166968 36.44055133661525, 127.42165446377128 36.44017796994969, 127.42164774821805 36.440041639982255, 127.42163864273338 36.43981708370121, 127.4216325725039 36.43967749466414, 127.42161942195888 36.43955004385017, 127.42160121398419 36.4394246160968, 127.42158098314238 36.439311326536, 127.42154153361291 36.439156564975164, 127.42150511882387 36.43903113733181, 127.42145252008756 36.43889357160585, 127.42140497909912 36.438788374330215, 127.42133923120278 36.43867306201424, 127.42127247190096 36.43856685333961, 127.42118345969507 36.438446483588976, 127.42109849357891 36.43834027502429, 127.42099532055488 36.438223951419246)"
10424831,941,"LINESTRING (127.4191033430815 36.401445673708345, 127.41917556416482 36.401441414397524, 127.41946550238544 36.40141505395003, 127.41980663087273 36.40140761596788, 127.42022414242562 36.40142559286384, 127.42065963336121 36.401489517031145, 127.42113907336088 36.40160737916204, 127.42152462333213 36.40173523041892, 127.42195612030596 36.401946985309785, 127.42228773415461 36.40215674308984, 127.42262733916758 36.40242243676228, 127.42288104461664 36.402678142391196, 127.42302487796674 36.4028599333318, 127.42317070932899 36.40307968079151, 127.42334850429867 36.40340930222781, 127.42346437166844 36.403730933188555, 127.42351831066465 36.40396066976279, 127.42355826613645 36.40420239269433, 127.42357025490944 36.40450604487163, 127.42353121650423 36.40492936830627, 127.42346729531332 36.40536287223232, 127.42343487957918 36.405849883744, 127.42349246482077 36.40640064041536, 127.42355124858881 36.40661109023706, 127.42371508252292 36.40713464529601, 127.42377627044092 36.40754668576555)"
10424861,101,"MULTILINESTRING ((127.44679146777878 36.35301223561611, 127.4469988839621 36.35293172274904, 127.44690196416474 36.35276611763936), (127.44765202232041 36.35404772847984, 127.4479410426873 36.35454790441055))"
10424862,65,"MULTILINESTRING ((127.44691872741132 36.35324267003576, 127.44679146777878 36.35301223561611), (127.44783468561316 36.35477768229093, 127.44774218671962 36.35462808759443, 127.4479410426873 36.35454790441055))"
10424881,952,"LINESTRING (127.45227752017217 36.35917435653822, 127.45364074564652 36.36056703919873, 127.45380435831619 36.360737556108184, 127.45391202406347 36.360856862514595, 127.45400659542152 36.36097180410767, 127.45408370768781 36.36109111069829, 127.45414627066403 36.36120896241254, 127.45416664025497 36.36127443567387, 127.45418119037666 36.361366098323955, 127.45418616197857 36.361431079954166, 127.45418447875639 36.36150938532345, 127.45417521759964 36.36156748290382, 127.4541482752553 36.36164999839095, 127.45412806838449 36.36169967610625, 127.45409691598596 36.36176114179106, 127.45405565988425 36.36181839757125, 127.45400009034333 36.36188491536195, 127.45395125638463 36.361930383284296, 127.4538746375196 36.36199437522258, 127.45381990963247 36.36202637129071, 127.4537008024205 36.36207430472315, 127.45353948050376 36.36212458925485, 127.45283762536441 36.36233829861235, 127.45265116252908 36.362413725075115, 127.45250031636176 36.362493341619775, 127.45234318515791 36.36260019513019, 127.45178379829278 36.36300456212395, 127.45094786064753 36.363612160170135, 127.4507613984682 36.36375882167523, 127.45059379211288 36.363901292770095, 127.45031305137299 36.36412966562739, 127.44965310085082 36.36463669549499, 127.4491422750443 36.36507082122112, 127.4489327103796 36.365194885443636)"
10424912,156,"LINESTRING (127.48107916792112 36.342536403931625, 127.48193568085522 36.34222401337695, 127.48210368397875 36.34215952447171, 127.48229714200747 36.34207297376605, 127.48247193294056 36.34198472612344, 127.48262637596221 36.34189738235637)"
10434122,49,"LINESTRING (127.4584280941733 36.273749152870955, 127.45886999541798 36.27347593086465)"
10434131,1872,"MULTILINESTRING ((127.45784958814265 36.27426146414845, 127.45756046567003 36.2744396977005, 127.45693626657766 36.27486099382485, 127.4565260160369 36.27518744273784, 127.45608047561608 36.2755955034761, 127.4557694802575 36.275954486154085, 127.45558816683179 36.276188846093774, 127.45534121921898 36.27654635673013, 127.45518866313674 36.27680369156175, 127.45500669947678 36.27720072212495, 127.4549166371777 36.27745438038349, 127.45483576517944 36.27771171478588, 127.45478613973668 36.277930448913445, 127.45473100055382 36.27819513555947, 127.45469607989159 36.27845246968676, 127.45467586340482 36.27868223223479, 127.45467586572444 36.27893588995414, 127.45468505799192 36.279154623729596, 127.45471446960376 36.27945607185768, 127.45475674696786 36.27968951023029, 127.45480086238545 36.279922948591974, 127.45486703441077 36.280152710622666, 127.45493872071424 36.28039533931631, 127.45503613964829 36.280625101159806, 127.45515010126522 36.28087692009723, 127.45525919392996 36.28107905385018, 127.45536699510262 36.28126291967538, 127.45552874609263 36.28151290022701, 127.45567395411409 36.2817095759946, 127.45590654601766 36.28199853477269, 127.45620331907305 36.2823179837296, 127.45638161165328 36.28247054491265, 127.45657534400536 36.28263652412892, 127.45683090391134 36.28284506284869, 127.45721866714409 36.283120859469264, 127.4573762933487 36.28323094440293, 127.45767528943236 36.28343611829144, 127.45789360268934 36.283583415716166, 127.4581193095983 36.28374030068924, 127.45834138812828 36.28389799790208, 127.45856446871817 36.284062724642304, 127.45882374461023 36.28426586309396, 127.45901653960254 36.28442763525205, 127.45922558559866 36.2846123067316, 127.45941468735055 36.284787375348664, 127.4596030505045 36.28497056957042, 127.46003990970834 36.285407521528974, 127.46043428611661 36.28580719550228, 127.46139772923154 36.286791822822956), (127.45998014368818 36.272930743999765, 127.4596982678973 36.273107322367714, 127.45933129750729 36.2733349595624, 127.45901857492976 36.27353068498405, 127.45851756090079 36.273844532727345))"
10434141,1717,"MULTILINESTRING ((127.4619883258941 36.28740108184255, 127.46291788406 36.28834081243658), (127.46497388519948 36.290545873336335, 127.46512486590095 36.290759664361154, 127.46528232817649 36.29101738027413, 127.4654826795929 36.291408894251255, 127.46558928896866 36.29165703703527, 127.4657510421394 36.29214413241545, 127.46579602530149 36.292352355765935, 127.46584478694481 36.29258895191732, 127.46587962245992 36.29286952124396, 127.46589852934483 36.29311943758921, 127.46590226658803 36.293368892951996, 127.46589294593892 36.29358576345196, 127.46587442030201 36.293797512619435, 127.46583736718334 36.294019849351116, 127.46580030767323 36.29424066968893, 127.4657539652034 36.29444363382616, 127.46569340187234 36.29464539794997, 127.4655722905891 36.294972788720564, 127.46549285231117 36.295160903421234, 127.46534422519316 36.29547455009863, 127.46519625675263 36.29577334151175, 127.46488324951643 36.29636125204447, 127.46456083129435 36.296965260055224, 127.46425654530498 36.29753362627807, 127.4635536629402 36.29885205711878, 127.46332231375919 36.29933042120671, 127.46320160368244 36.29964363781063, 127.463164059552 36.299741056728344, 127.46304942127107 36.300092168026374, 127.46294625994592 36.30047462741134, 127.46288216493014 36.30080351352481, 127.46285643358105 36.30095607593523, 127.46282952646325 36.30117245716627, 127.46281302005555 36.301381567962004, 127.46280379678367 36.301506991424134, 127.46280042772304 36.301583732097214, 127.46279736677398 36.30185332003781, 127.46280380170806 36.30204371646924, 127.46281118357994 36.30218878465974, 127.46285864211004 36.302603876953455, 127.4628937080689 36.30280244693838, 127.46297199405456 36.30318287760599, 127.46303326442975 36.303392726927605, 127.46314048744951 36.303745028682314, 127.4632363374477 36.30399744256362, 127.46332248822829 36.304201456175825))"
10434142,983,"LINESTRING (127.46485339819085 36.29060264900014, 127.46461215145833 36.29029220663299, 127.46417057444798 36.289798139794605, 127.46281410724224 36.288415734346934, 127.46190979577167 36.28749862552666, 127.46126291703153 36.286886322123, 127.4591963455899 36.28479327237673, 127.45821765987326 36.283987016749194, 127.45791586272709 36.28376671583573)"
10434161,1034,"LINESTRING (127.43044338440576 36.275377859452036, 127.43076695464144 36.275369850610524, 127.43737101751384 36.275268518912775, 127.43811072760019 36.27525991865817, 127.43856809411419 36.27525991592337, 127.43904451771097 36.27527579425338, 127.43951458919788 36.275313906271656, 127.43985711692348 36.27535118210466, 127.44074551014624 36.27543082776565, 127.44098752062762 36.27544308031416, 127.44126935561412 36.27545686437391, 127.44195024132394 36.2754525013247)"
10434162,410,"LINESTRING (127.44193989281426 36.275588157705435, 127.44046529955862 36.27559400477795, 127.43974479989303 36.2756111452699, 127.43866851796126 36.275627315026675, 127.43737568530867 36.27564584982578)"
10434922,576,"LINESTRING (127.32905720158928 36.28737449479889, 127.32911402892883 36.28763021352292, 127.32934908518094 36.288180432071364, 127.32948393242224 36.28851864528282, 127.32965885122123 36.28894090807277, 127.32986484542214 36.28942259444387, 127.32995003055305 36.28957283090553, 127.33006464275134 36.28971687185476, 127.33016221774767 36.28981135019465, 127.33028302455781 36.2898918888852, 127.33043170951377 36.28995229256028, 127.33058349185235 36.28998946369677, 127.33072133481802 36.29000340239524, 127.33076071439234 36.290003744555634, 127.33090561514094 36.28999179281533, 127.33103707122437 36.2899514578027, 127.33114223584549 36.28989192683637, 127.33118705027678 36.289862348131656, 127.33126413083822 36.28978257551981, 127.3313044634767 36.289717144186795, 127.33132597410363 36.289669639292285, 127.33134838055612 36.289570148043126, 127.33134991311914 36.28949277394186, 127.33133881858586 36.28940350794812, 127.33129624380199 36.28931238270204, 127.33122976773834 36.289209306712166, 127.33114312522896 36.289124904099, 127.3310295938875 36.28903900778393, 127.33091456894486 36.28897776017779, 127.3307838590195 36.28893443899158, 127.33065613688868 36.288907550254464, 127.3301837922315 36.28884162673335)"
